LeaveOn,HR,RE,Rress,SDATA,RPK,RPKHD,SwSD
0,55,13.4,3248,1575,4794,0,8
0,55,13.5,3250,1310,3873,0,5
0,55,13.3,3253,1178,3907,0,91
0,55,13.1,3252,1465,4137,0,36
0,55,13,3252,1564,4820,0,8
0,55,13,3249,1437,4820,0,12
0,55,13,3252,1777,3308,0,13
5,55,13,3252,1722,4707,0,252
0,55,13,3251,1625,4582,0,51
0,55,12.9,3248,1739,4335,0,8
0,55,12.9,3250,1588,5294,0,6
0,55,12.9,3254,1371,3002,0,63
0,55,12.6,3252,1426,5838,0,60
0,55,12.5,3251,1818,5838,0,9
0,55,12.4,3249,1723,5178,0,7
0,55,12.4,3253,1514,4523,0,51
0,55,12.4,3252,1376,3744,0,101
0,55,12.7,3254,1292,3351,0,30
0,55,13.2,3250,1402,3171,0,13
0,55,13.4,3251,1541,3783,0,11
0,55,13.5,3253,1441,2478,0,69
0,55,13.6,3251,1685,4275,0,49
0,55,13.6,3250,1911,4275,0,10
0,55,13.6,3248,1602,3541,0,7
0,55,13.6,3253,1418,3142,0,36
0,55,13.6,3253,1320,3253,0,51
0,55,13.8,3253,1502,3266,0,44
0,55,13.9,3250,1628,3014,0,4
0,55,14,3250,1461,3014,0,8
0,54,14,3254,1385,1793,0,17
0,54,13.6,3254,1416,3785,0,45
0,54,13.4,3253,1700,3785,0,48
0,54,13.3,3251,1765,3989,0,10
0,54,13.3,3251,1600,3869,0,6
0,54,13.3,3254,1526,2713,0,83
0,54,13.3,3254,1471,4404,0,33
0,54,13.4,3255,1682,4617,0,11
0,54,13.5,3250,1755,4681,0,11
0,54,13.5,3250,1418,3875,0,10
0,54,13.5,3254,1447,3528,0,22
0,54,13.5,3258,1628,4576,0,36
0,54,13.5,3255,1809,4698,0,72
0,54,13.3,3251,1859,4952,0,7
0,54,13.2,3251,1567,3841,0,27
0,54,13.2,3259,1563,2885,0,50
0,55,13.1,3255,1738,3855,0,54
0,61,13.1,3252,1810,4425,0,10
0,64,13.1,3250,1666,4484,0,6
0,65,13.1,3255,1660,3811,0,45
0,62,13.3,3254,1686,3538,0,94
0,60,13.3,3254,1735,2444,0,26
0,59,13,3251,1680,2978,0,5
0,59,12.6,3252,1268,2978,0,6
0,57,12.6,3256,1050,1917,0,125
0,57,13,3255,1351,3060,3944,127
0,57,13.2,3251,1628,3071,3911,8
0,57,13.3,3250,1560,3071,3893,6
0,56,13.2,3254,1302,2510,3893,35
0,56,13.2,3254,1379,3264,3893,111
0,56,13.2,3254,1881,3291,3881,53
0,56,13.2,3252,1803,3220,3873,11
0,56,13.2,3255,1672,3220,3853,9
0,56,13.2,3255,1654,1919,3721,151
0,56,13.2,3254,1397,3214,3676,25
0,56,13.2,3252,1759,3331,3662,12
0,56,13.2,3250,1788,3331,3652,6
0,56,13.8,3253,1347,2565,3527,12
0,57,13.8,3255,1319,2786,3524,96
0,57,13.8,3254,1957,2855,3512,21
0,57,13.8,3251,1938,2937,3435,5
0,57,13.8,3250,1272,2937,3422,6
0,58,13.7,3254,1391,1429,3312,29
0,58,13.7,3255,1523,2607,3292,46
0,58,13.7,3254,1684,2795,3264,36
0,58,13.7,3250,1755,2844,3258,6
0,58,13.7,3251,1566,3271,3243,7
5,58,13.7,3253,1441,3232,3220,264
0,58,13.7,3254,1807,4944,3220,219
0,59,13.7,3253,1877,4944,3220,29
0,62,13.7,3253,1481,4957,3220,7
0,64,13.7,3252,1303,3913,3243,8
0,60,13.5,3255,1184,3760,3243,170
0,58,14,3255,1414,4557,3243,39
0,57,14.2,3253,1599,4557,3243,6
0,57,14.3,3252,1627,4202,3243,12
0,57,13.7,3256,1577,2818,3243,96
0,57,13.4,3255,1562,4346,3258,143
0,57,13.3,3252,1766,4346,3264,35
0,57,13.2,3251,1690,3561,3292,6
0,58,13.3,3254,1219,4269,3524,97
5,58,13.4,3262,1237,3558,3527,811
0,58,13.4,3255,1676,4104,3662,119
0,58,13.4,3252,1611,3980,3662,2
0,58,13.3,3253,1287,4135,3662,3
0,58,13.4,3255,1203,2875,3663,141
0,57,13.5,3255,1405,3631,3663,147
0,57,13.6,3252,1657,3461,3547,15
0,57,13.6,3251,1632,2648,3527,3
0,57,13.7,3252,1610,2902,3322,30
0,57,13.8,3258,1541,4018,3292,127
0,57,13.8,3255,1652,4275,3292,92
0,57,13.8,3251,1611,3970,3292,15
0,57,13.8,3252,1191,3729,3292,3
0,57,13.8,3261,1081,1873,3264,116
0,57,13.7,3256,1541,4144,3258,111
0,57,13.6,3254,1850,4144,3258,10
0,57,13.6,3251,1648,2915,3258,3
0,57,13.6,3254,1498,3609,3258,179
2,57,13.6,3228,10369,3478,0,1865
2,57,13.6,3079,23380,3536,0,197
2,57,13.6,3083,21291,2991,0,41
0,57,13.6,2900,4272,3078,0,146
0,57,13.6,2531,8196,8058,0,107
0,57,13.6,2346,9203,8058,0,43
0,57,13.6,2734,8898,16211,0,119
2,57,13.6,3107,14566,17588,0,107
2,57,13.6,2889,26083,18094,0,156
2,57,13.6,2988,23362,31034,0,56
0,57,13.6,2971,7376,27129,0,100
0,57,13.6,3082,6409,47822,0,38
0,57,13.6,3115,3148,47757,0,48
0,57,13.6,3110,1975,48447,0,46
0,57,13.6,3104,1921,46237,0,32
0,57,13.6,3127,1778,26256,0,18
0,57,13.6,3140,1884,23382,0,41
0,57,13.6,3146,1705,5928,0,13
0,57,13.6,3148,1304,8216,0,18
0,57,13.6,3140,1362,6376,0,16
0,57,13.6,3142,1191,4696,0,11
0,57,13.6,3149,1166,3474,0,10
0,57,13.6,3146,1269,2695,0,3
0,57,13.6,3144,1205,3402,0,7
0,57,13.6,3134,1082,4014,0,14
0,57,13.6,3124,921,3703,0,9
0,57,13.6,3147,1037,2379,0,8
0,57,13.6,3149,1155,2562,0,16
0,57,13.6,3151,1094,1312,0,14
0,57,13.6,3152,984,3704,0,10
0,57,13.6,3142,820,3722,0,11
0,57,13.6,3150,919,2946,0,8
0,57,13.6,3163,1137,3163,0,12
0,57,13.6,3165,975,1525,0,5
0,57,13.6,3163,907,3015,0,11
0,57,13.4,3156,1300,3578,0,12
0,56,13,3148,1209,3239,0,9
0,55,12.5,3164,978,2920,0,15
0,55,12,3166,1095,2940,0,8
0,54,11.5,3167,1324,2134,0,8
0,54,11.3,3156,1197,3867,0,14
0,53,11.2,3163,797,3867,0,12
0,52,11.2,3172,834,3603,0,11
0,52,11.3,3174,1036,3806,0,16
0,52,11.3,3171,1183,3175,0,14
0,52,11.3,3146,948,3938,0,6
0,52,11.6,3173,908,3709,0,20
0,52,11.8,3181,1057,4134,0,5
0,52,12,3182,1078,3722,0,9
0,52,12.1,3176,1063,5022,0,18
0,52,12.1,3162,983,5052,0,15
0,52,12.1,3182,1146,3769,0,9
0,52,12.1,3185,1215,4622,0,8
0,52,12.1,3188,1119,2396,0,12
0,52,12.2,3177,1130,4688,0,21
0,52,12.3,3173,1172,4698,0,6
0,52,12.4,3190,1207,4006,0,11
0,52,12.6,3190,957,4807,0,15
0,52,12.7,3186,1028,3102,0,11
0,52,12.7,3174,1077,4776,0,17
0,52,12.7,3190,1154,4688,0,10
0,52,12.7,3193,1273,4690,0,15
0,52,12.7,3196,1104,4591,0,9
0,52,12.7,3184,1036,4613,0,7
0,52,12.7,3189,1066,4790,0,10
0,52,12.7,3195,1218,3971,0,10
0,52,12.7,3202,1049,5103,0,12
0,52,12.7,3196,1097,4114,0,12
0,52,12.7,3185,1199,5136,0,13
0,52,12.7,3203,920,4824,0,8
0,52,12.8,3207,940,4927,0,23
0,52,13.1,3205,1026,4300,0,6
0,52,13.3,3194,876,4790,0,8
0,52,13.5,3202,840,4790,0,11
0,52,13.5,3208,1025,4543,0,11
0,52,13.6,3212,1007,4873,0,14
0,52,13.7,3198,897,4593,0,8
0,52,13.7,3198,913,4680,0,8
0,52,13.7,3209,1026,3302,0,15
0,52,13.7,3211,1119,4628,0,16
0,52,13.7,3204,1126,3583,0,14
0,52,13.7,3201,1105,5000,0,13
0,52,13.7,3212,1101,4891,0,8
0,52,13.8,3214,947,5137,0,6
0,52,13.9,3206,784,4689,0,7
0,52,13.9,3204,870,5184,0,11
0,52,14,3215,949,5083,0,11
0,52,14.1,3219,1064,5220,0,19
0,52,14.2,3207,1062,4979,0,17
0,52,14.2,3214,1004,5164,0,11
0,52,14.2,3219,1035,5051,0,11
0,52,14.2,3222,1005,4959,0,11
0,52,14.2,3214,1194,4437,0,19
0,52,14.2,3212,1271,4611,0,7
0,52,14.3,3222,1062,4188,0,13
0,52,14.5,3225,1028,4573,0,8
0,52,14.6,3219,937,3865,0,23
0,52,14.8,3213,899,4845,0,10
0,52,15,3223,1235,4584,0,19
0,52,15.1,3226,1298,4973,4491,9
0,52,15.1,3228,1010,4338,4504,10
0,52,15.1,3216,882,4988,4599,13
0,52,15.1,3226,1204,4985,4614,13
0,52,15.1,3230,1251,4774,4622,13
0,52,15.1,3233,1133,4946,4627,16
0,52,15.1,3216,1013,4805,4631,8
0,52,15.1,3228,935,4931,4632,8
0,52,15,3232,1066,4708,4656,21
0,52,14.9,3236,979,5162,4665,14
0,52,14.5,3226,822,5286,4669,17
0,52,14.4,3222,976,5475,4670,10
0,52,14.3,3233,1033,4124,4672,11
0,52,14.2,3235,1085,5304,4684,15
0,52,14.2,3234,1070,3800,4684,13
0,52,14.1,3218,789,5073,4691,10
0,52,14.1,3234,969,4890,4691,12
0,52,14.1,3235,1153,4916,4708,5
0,52,14.1,3237,1035,4675,4715,15
0,52,14.1,3226,1224,5252,4718,12
0,52,14.1,3230,1125,5255,4726,8
0,52,14,3236,838,4323,4735,16
0,52,14,3238,1039,5329,4766,8
0,52,13.9,3236,969,4439,4766,11
0,52,13.7,3227,1077,5510,4770,10
0,52,13.6,3237,1312,5152,4784,13
0,52,13.6,3238,1176,5360,4801,10
0,52,13.6,3243,1206,4567,4815,11
0,52,13.6,3228,1065,4522,4816,20
0,52,13.6,3235,1070,4480,4816,11
0,52,13.5,3242,1140,3959,4816,21
0,52,13.5,3244,1017,4385,4815,7
0,52,13.6,3227,1007,5309,4815,11
0,52,13.6,3239,1222,5449,4816,18
0,52,13.6,3244,1337,5456,4817,9
0,52,13.6,3243,987,6155,4827,5
0,52,13.6,3234,751,6073,4842,11
0,52,13.6,3242,1024,6581,4894,16
0,52,13.6,3244,1029,6146,4902,10
0,52,14,3246,885,6592,4906,7
0,52,14.2,3236,979,6205,4916,18
0,52,14.3,3241,944,6385,4934,23
0,52,14.4,3243,1082,5915,4943,10
0,52,14.4,3243,1192,6022,4948,9
0,52,14.4,3232,1067,5131,4948,9
0,52,14.4,3243,1129,5131,4959,21
0,52,14.6,3247,1194,4854,4959,13
0,52,14.9,3247,918,4899,4959,12
0,52,15.1,3234,824,5469,4959,15
0,52,15.2,3244,1102,5469,4959,45
0,52,15.2,3247,1150,5844,4959,18
0,52,15.2,3246,1044,5882,4959,10
0,52,15.2,3234,1004,6280,4959,7
0,52,15.2,3095,6577,6288,4961,98
2,52,15.2,3164,10052,5671,0,55
0,52,15.2,3087,7788,5702,0,55
0,52,15.2,3092,4267,4766,0,48
0,52,15.2,3079,7601,5341,0,53
0,52,15.2,3133,8415,7127,0,45
0,52,15.2,3035,6165,7753,0,33
0,52,15.2,3104,3654,10828,0,45
0,52,15.2,3170,2164,10828,0,34
0,52,15.2,3174,1609,10887,0,15
0,52,15.2,3174,1515,10690,0,15
0,52,15.2,3172,1089,6492,0,24
0,52,15.2,3192,1766,6098,0,153
0,52,15.2,3186,1930,1472,0,24
0,52,15.2,3188,1417,1171,0,44
0,52,15.2,3198,1469,1458,0,9
0,52,15.2,3202,2010,1458,0,14
0,52,15.2,3197,2036,1909,0,20
0,52,15.2,3205,1857,1899,0,185
0,52,15.2,3174,1908,809,0,20
0,52,15.2,3123,3612,2197,0,31
0,52,15.2,3100,7978,2098,0,56
0,52,15.2,3116,7483,2636,0,96
0,52,15.2,3138,3073,7034,0,61
0,52,15.2,3132,2861,13948,0,27
0,52,15.2,3138,2129,14194,0,17
0,63,15.5,3163,2022,15698,0,29
0,73,15.3,3172,1911,15698,0,22
0,74,15.4,3160,1994,10380,0,14
0,74,15.4,3158,1807,9805,0,16
0,74,15.4,3163,1689,2195,0,13
0,74,15.4,3171,1683,2575,0,16
0,74,15.4,3182,1239,3297,0,9
0,74,14.9,3186,1395,3635,0,14
0,74,14.7,3179,1829,1988,0,14
0,74,14.6,3179,1621,4679,0,12
0,74,14.5,3184,1579,4694,0,12
0,73,14.6,3192,1521,3190,0,4
0,70,14.6,3195,1093,3741,0,15
0,67,14.6,3194,1350,2408,0,14
0,59,13.9,3192,1656,2241,0,13
0,56,12.7,3193,1423,3564,0,14
0,53,11.6,3193,1018,3432,0,13
0,52,11,3200,1118,2774,0,12
0,51,10.8,3202,1204,2691,0,17
0,50,10.7,3203,1608,1011,0,87
0,50,10.7,3192,1656,2587,0,26
0,50,10.7,3111,1581,2795,0,31
0,50,10.7,2775,8205,2743,0,41
2,50,10.7,2653,26912,6942,0,282
2,50,10.7,2916,26092,10303,0,31
0,50,10.7,2976,4886,17631,0,38
0,50,10.7,2990,4175,25158,0,17
0,50,10.7,2927,4123,25444,0,13
0,50,10.7,2944,1148,20497,0,21
0,50,10.7,2964,1005,18823,0,11
0,50,10.7,2970,1461,8938,0,12
0,50,10.7,2979,2085,11089,0,13
0,50,10.7,2997,1793,10118,0,28
0,50,10.7,3012,1384,6732,0,21
5,50,10.7,3025,1748,6452,0,609
5,50,10.7,3031,1632,4245,0,1138
0,50,10.7,3027,1471,6526,0,106
0,50,10.7,3020,1657,6493,0,12
0,50,10.7,3016,1666,5461,0,11
0,50,10.7,3008,1545,4653,0,30
0,50,10.7,2999,1728,1904,0,16
0,50,10.7,3035,2127,4698,0,22
0,50,10.7,3047,2031,4880,0,19
0,50,10.7,3036,1579,4427,0,23
0,50,10.7,3059,1622,4427,0,14
0,50,10.7,3074,1755,3116,0,12
0,50,10.7,3076,1504,4443,0,14
0,50,10.7,3054,1894,7726,0,25
0,50,10.7,3048,2165,7693,0,30
0,51,11.6,3057,2001,7840,0,15
0,52,12.1,3063,2164,7950,0,37
0,52,12.3,3079,2031,6063,0,16
0,52,12.4,3059,1507,6376,0,12
0,52,12.4,3074,1823,5605,0,18
0,52,12.5,3082,2158,3907,0,23
0,52,12.4,3080,2263,3005,0,9
0,52,12.4,3070,2546,5362,0,11
0,52,12.4,3060,2057,5400,0,20
0,52,12.5,3048,1973,4560,0,26
0,52,12.9,3066,2687,4560,0,41
0,52,13.4,3069,2593,2417,0,57
0,52,13.2,3065,2547,3238,0,80
0,52,12.8,3066,2289,5432,0,132
0,52,12.7,3064,2040,5432,0,43
0,52,13,3060,2185,5019,0,18
0,52,13.2,3074,2265,4106,0,17
0,51,13.3,3073,2520,2219,0,12
0,51,13.2,3074,2690,4269,0,17
0,50,12.7,3075,2449,5134,0,6
0,50,12.4,3062,2141,5057,0,8
0,50,12.8,3078,2528,5039,0,27
0,50,13.4,3082,2472,3114,0,7
0,50,14.1,3084,2400,2419,0,13
0,50,13.7,3087,2775,6156,0,9
0,50,14.6,3075,2685,6156,0,13
0,50,15.5,3082,2243,6092,0,30
0,50,16,3094,2082,5844,0,18
0,50,15.4,3096,1983,2057,0,9
0,50,14.8,3091,2100,6794,0,14
0,50,14.5,3085,2561,6913,0,68
0,50,14.4,3080,2628,6223,0,21
0,50,13.4,3092,2461,6223,0,26
0,50,12.9,3090,2447,3536,0,36
0,50,12.7,3096,2597,7281,0,18
0,50,12.6,3076,2178,8715,0,16
0,50,12.5,3092,2428,8445,0,18
0,50,12.5,3091,2742,8978,0,5
0,50,12.1,3095,2545,6025,0,51
0,50,11.7,3102,2973,8430,0,13
0,50,11.5,3093,2617,8429,0,9
0,50,11.4,3101,2639,7951,0,21
0,50,11.9,3102,2633,7494,0,8
0,50,12.1,3106,2234,3257,0,12
0,50,12.3,3112,2703,5276,0,15
0,50,12.6,3096,2575,3504,0,10
0,50,12.8,3110,2749,5291,0,27
0,50,12.9,3116,2622,5291,0,28
0,50,12.9,3119,1860,3815,0,11
0,50,12.9,3118,2282,5872,0,14
0,50,12.9,3112,2425,5746,0,13
0,50,13.2,3114,2980,6274,0,76
0,50,13.6,3115,3009,5501,0,46
0,50,13.8,3120,2422,2941,0,16
0,49,14.3,3124,2172,5431,0,11
0,49,14.6,3122,2222,5431,0,16
0,49,14.7,3120,3146,6467,0,12
0,49,13.6,3122,2982,6189,0,18
0,49,13.1,3124,2515,2866,0,13
0,49,12.8,3127,2820,5472,0,10
0,49,13.1,3124,2533,5103,0,8
0,49,12.6,3125,2762,6351,0,36
0,49,12.4,3127,2689,6228,0,15
0,49,12.1,3130,2031,2639,0,11
0,49,11.9,3133,2533,5814,0,7
0,49,11.8,3120,2714,5623,4910,17
0,49,11.8,3128,2984,6287,4992,21
0,49,11.8,3131,2903,6155,5073,13
0,49,11.8,3133,2561,4074,5077,16
0,49,11.8,3137,2695,5352,5077,17
0,49,11.8,3131,2187,5275,5077,11
0,49,11.8,3133,2512,5539,5144,29
0,49,11.8,3134,2616,4440,5144,7
0,50,12,3140,2257,3299,5144,13
0,50,12.1,3142,2748,3867,5144,20
0,50,12.2,3134,2603,4152,5084,13
0,50,12.2,3134,2659,4350,5084,58
0,50,12.2,3138,2732,3527,5084,15
0,50,12.2,3141,2379,3304,5084,17
0,50,12.5,3140,2082,4608,5084,6
0,50,12.4,3140,2207,5216,5084,15
0,50,12.3,3140,2774,5575,5133,113
0,50,12.3,3142,2688,4523,5133,11
0,50,12.3,3144,2583,5315,5138,8
0,50,12.3,3141,2541,4790,5138,34
0,50,12.3,3140,2572,5331,5144,49
0,50,12.2,3140,2575,5331,5144,131
0,50,12.3,3143,2082,2858,5138,12
0,50,12.5,3144,2237,5148,5138,9
0,50,12.6,3143,2459,4328,5138,13
0,50,12.7,3146,2464,4966,5133,31
0,50,12.7,3147,2390,4701,5105,57
0,49,12.8,3151,2411,2227,5084,25
0,49,12.8,3149,2739,4227,5073,19
0,49,12.8,3150,2777,4005,4992,16
0,49,12.8,3150,2298,4936,4905,17
0,49,12.7,3148,2382,4759,4900,65
0,49,12.7,3151,2365,1967,4893,47
0,49,12.6,3148,2063,3932,4876,13
0,49,12.5,3154,2648,3524,4842,18
0,49,12.5,3156,2563,4945,4814,19
0,49,12.5,3151,2672,4945,4799,115
0,49,12.5,3152,2854,2470,4695,30
0,49,12.5,3152,2722,4894,4692,12
0,50,12.4,3155,2763,4151,4690,10
0,50,12.1,3158,2325,5537,4692,15
0,50,12,3154,2340,5537,4695,140
0,51,11.8,3156,2589,2784,4692,16
0,52,11.7,3155,2309,5258,4665,17
0,52,11.7,3158,2355,3992,4624,35
0,52,11.7,3158,2534,5533,4624,26
0,52,11.7,3156,2551,5533,4624,74
0,54,11.7,3160,2610,2373,4619,59
0,55,11.7,3158,2783,4888,4601,50
0,55,11.7,3163,2917,4073,4567,28
0,55,11.8,3164,2798,5440,4567,17
0,55,11.9,3156,2964,5440,4567,87
0,55,12,3159,3003,2616,4526,14
0,55,12.3,3158,2736,4793,4506,19
0,54,12.1,3160,2757,3768,4498,11
0,53,12,3166,2667,4722,4498,44
0,52,12,3157,2350,4722,4480,61
0,53,12,3161,2366,2075,4471,4
0,54,12,3166,2739,5304,4446,18
0,54,12.1,3160,2556,5012,4428,17
0,54,12.1,3162,2816,5705,4428,60
0,54,12.1,3163,2909,5622,4428,36
0,54,12.1,3166,2697,3239,4428,9
0,54,12.1,3169,3016,4560,4428,9
0,54,12.1,3163,2651,4788,4426,11
0,53,12.2,3163,3220,5203,4426,94
0,53,12.2,3162,3162,4534,4426,13
0,53,12.3,3161,2088,3969,4426,8
0,53,12.4,3169,2723,4041,4404,18
0,53,12.4,3170,2729,5123,4404,19
0,53,12.5,3166,2604,5152,4428,95
0,53,12.5,3169,2714,3611,4446,16
0,53,12.5,3170,2740,4590,4451,18
0,53,12.5,3170,2772,3911,4451,55
0,53,12.5,3174,2480,4938,4471,24
0,53,12.5,3169,2423,4938,4474,50
0,52,12.5,3168,2231,2306,4471,20
0,52,12.5,3173,2212,4942,4451,8
0,52,12.5,3170,2743,3872,4446,12
0,52,12.5,3171,3089,5136,4446,16
0,52,12.5,3171,2658,5136,4446,162
0,52,12.5,3170,2443,2676,4428,25
0,52,12.5,3175,2895,4472,4404,13
0,52,12.5,3174,2734,3794,4389,16
0,52,12.5,3178,2867,4509,4389,51
0,52,12.6,3173,2859,4270,4378,150
0,52,12.5,3173,2419,1857,4316,109
0,52,12.5,3180,2187,3700,4316,10
0,52,12.5,3175,2140,3812,4316,16
0,52,12.4,3178,2707,4698,4316,69
0,52,12.5,3175,2599,4594,4316,74
0,53,12.7,3174,2403,2353,4283,15
0,53,12.8,3179,2963,3714,4283,11
0,53,12.9,3176,2684,3672,4283,26
0,52,13.2,3178,2309,4378,4283,65
0,52,13.4,3174,2294,4212,4283,71
0,52,13.5,3176,2269,2908,4265,20
0,52,13.5,3181,2854,3612,4265,12
0,52,13.5,3178,2698,4406,4265,28
0,52,13.5,3176,2481,4609,4265,36
0,52,13.5,3177,2719,3836,4265,14
0,52,13.7,3178,2228,4270,4258,19
0,52,13.8,3180,2212,3594,4238,35
0,52,13.7,3179,2474,4739,4209,12
0,51,13.8,3178,2512,4739,4238,64
0,51,13.9,3179,2675,2654,4209,16
0,51,14,3181,2675,4583,4201,12
0,51,14,3179,2540,3381,4196,23
0,51,14,3183,2473,4788,4196,21
0,51,14,3178,2518,4788,4201,14
0,51,14,3181,2648,2167,4196,15
0,51,13.6,3188,2455,4741,4191,14
0,51,13.1,3179,1976,3886,4181,20
0,51,12.8,3179,2138,4997,4181,94
0,51,12.7,3178,2216,4920,4191,25
0,51,12.6,3182,2567,4562,4191,44
0,51,12.6,3179,2957,4720,4191,23
0,51,12.6,3185,2853,5151,4196,22
0,51,12.6,3182,2532,5168,4201,82
0,51,12.6,3182,2611,3213,4209,13
0,51,12.6,3186,3169,4935,4209,18
0,51,12.7,3182,2811,4046,4201,21
0,51,12.7,3186,2155,4636,4201,29
0,51,12.7,3182,2109,4572,4201,11
0,51,12.8,3184,2084,2142,4201,11
0,52,13,3187,2710,4772,4191,17
0,52,13.1,3182,2771,5401,4181,43
0,52,13.1,3190,2618,6259,4181,142
0,52,13.1,3186,2555,5920,4191,136
0,52,13.1,3187,2585,3798,4191,24
0,52,13.1,3190,3098,4640,4191,23
0,52,13.1,3184,2682,5388,4191,37
0,52,13.1,3189,2595,5889,4191,96
0,52,13,3188,2564,5262,4201,20
0,52,12.9,3188,2292,5037,4201,9
0,52,12.8,3190,2738,4166,4201,17
0,52,12.7,3188,2380,5489,4209,12
0,51,12.6,3186,2427,5489,4238,17
0,51,12.6,3189,2737,3467,4251,15
0,51,12.6,3191,2818,4826,4251,14
0,51,12.6,3190,2377,3018,4238,36
0,51,12.5,3192,2117,4858,4234,27
0,51,12.5,3190,2145,4858,4238,18
0,51,12.5,3191,2158,2328,4238,6
0,51,12.5,3192,2729,4577,4234,18
0,51,12.5,3192,2802,2931,4234,50
0,51,12.5,3193,2553,4792,4234,26
0,51,12.5,3189,2424,4792,4234,56
0,51,12.5,3194,2606,2458,4234,8
0,51,12.4,3191,2875,3930,4234,8
0,51,12.4,3190,2521,2026,4209,23
0,51,12.5,3192,2498,3224,4209,27
0,51,12.5,3189,2414,3224,4209,8
0,51,12.9,3191,2192,2975,4209,17
0,51,13.1,3191,2680,4198,4209,33
0,51,13.2,3191,2487,4963,4209,16
0,51,13.2,3190,2383,5063,4234,18
0,51,13.2,3194,2639,3809,4238,17
0,51,13.2,3194,2628,4390,4244,11
0,51,13,3196,2312,3354,4244,20
0,51,13,3193,2155,5134,4244,13
0,51,13,3192,2278,5134,4251,39
0,51,13,3192,2354,3166,4293,16
0,51,13,3195,2696,5006,4319,6
0,51,13,3197,2689,3136,4293,30
0,51,13,3194,2361,5635,4319,20
0,51,12.8,3195,2459,5635,4418,28
0,51,12.9,3196,2708,3337,4420,10
0,51,12.9,3196,2302,5328,4435,9
0,51,12.8,3196,2755,2787,4435,72
0,51,12.8,3196,2942,5646,4438,20
0,51,12.8,3195,2316,5646,4478,10
0,51,12.8,3195,2466,2894,4510,19
0,51,12.8,3195,2802,5505,4510,17
0,51,12.8,3193,2757,3507,4478,33
0,51,12.7,3196,2663,5403,4478,24
0,51,12.6,3194,2759,5403,4478,12
0,52,12.9,3197,2421,3985,4478,17
0,52,12.8,3196,2366,5064,4478,35
0,52,13.4,3197,2586,5178,4478,19
0,53,13,3200,2324,5366,4539,91
0,53,12.8,3202,2313,4325,4541,7
0,53,12.7,3200,2749,5505,4587,6
0,53,12.7,3198,2620,4392,4592,46
0,53,13.4,3204,2293,5999,4594,27
0,52,13.2,3201,2375,5999,4609,17
0,52,13.1,3200,2723,2948,4612,11
0,52,13,3200,2719,5004,4612,8
0,52,13,3197,2534,3360,4609,52
0,52,13,3204,2910,4781,4594,91
0,52,13,3204,2752,4762,4592,141
0,52,13.7,3200,2571,3132,4587,11
0,52,13.7,3199,3043,4798,4541,13
0,52,14.1,3196,2692,4866,4478,67
0,52,14.3,3202,2489,5474,4478,33
0,52,14.4,3202,2723,5019,4478,19
0,52,13.6,3200,2784,3755,4478,17
0,52,13.3,3202,2615,3889,4435,31
0,52,13.1,3204,2153,4528,4420,14
0,52,13.4,3204,2429,4865,4420,17
0,52,13.6,3202,2621,4079,4427,11
0,52,13.7,3203,2746,5194,4435,12
0,52,13.7,3200,2587,4540,4478,47
0,52,13.7,3204,2245,5396,4491,23
0,52,13.7,3204,2438,5396,4541,22
0,53,13.2,3203,2814,4071,4587,8
0,54,13,3203,2539,5051,4592,21
0,54,13,3202,2226,5278,4604,20
0,54,13,3202,2362,5450,4612,18
0,54,13.1,3200,2253,4235,4650,11
0,55,13.3,3204,2618,5601,4682,45
0,55,13.4,3200,2622,4887,4693,22
0,55,13.5,3197,2497,5493,4713,24
0,55,13.5,3197,2595,5233,4729,18
0,55,13.5,3202,3414,4542,4741,20
0,55,13.5,3200,3305,4336,4741,14
0,55,13.5,3198,2499,4630,4729,28
0,55,13.5,3199,2659,5208,4729,14
0,55,13.5,3203,2848,5355,4741,17
0,55,13.6,3202,2705,5925,4743,52
0,55,13.6,3203,2523,5171,4749,13
0,55,13.6,3205,2664,5458,4766,23
0,55,13.6,3203,2728,3381,4766,10
0,55,13.6,3204,2472,5544,4771,57
0,56,13.8,3207,2171,5508,4794,13
0,57,14,3208,2310,5612,4800,65
0,57,14.1,3207,2380,4910,4800,13
0,57,14.2,3206,2839,5107,4800,18
0,57,14.2,3205,2596,4470,4805,61
0,57,14.2,3207,2012,5022,4811,52
0,57,14.2,3210,2350,5022,4818,74
0,57,14.2,3207,2542,3180,4818,19
0,57,14.1,3207,2293,4705,4818,42
0,59,14,3206,2380,4491,4818,33
0,58,13.9,3210,2563,4977,4818,23
0,58,13.9,3208,2468,4413,4818,17
0,58,13.9,3206,2748,4260,4818,10
0,58,13.9,3209,2744,4009,4811,48
0,56,13.7,3207,2122,4672,4800,20
0,55,13.4,3211,2258,4717,4800,84
0,55,13.3,3210,2769,3103,4794,30
0,55,13.2,3211,2717,4534,4749,17
0,55,13.2,3208,2668,3482,4741,53
0,55,13.2,3212,2532,4697,4724,20
0,55,13.2,3212,2276,4697,4724,21
0,55,13,3208,2472,2232,4713,11
0,55,12.9,3212,3028,5101,4703,21
0,55,12.9,3206,2864,4078,4703,65
0,55,12.8,3210,2580,5075,4713,11
0,55,12.8,3211,2618,4983,4713,11
0,55,12.7,3208,2731,3214,4713,23
0,55,12.6,3213,2910,4718,4713,14
0,54,12.6,3206,2564,5041,4713,17
0,53,12.6,3210,2515,5405,4724,28
