LeaveOn,HR,RE,Rress,SDATA,RPK,RPKHD,SwSD
0,54,14.4,3241,1317,4495,4529,14
0,54,14.6,3228,1440,4746,4529,28
0,54,14.7,3241,1393,4906,4554,14
0,54,14.7,3244,1316,4364,4555,10
0,54,14.7,3243,1057,3160,4555,15
0,52,13.8,3240,1063,4975,4554,7
0,52,13.7,3230,1061,5214,4554,10
0,52,13.6,3235,3096,5243,4567,21
0,52,13.6,3239,4591,4506,4583,8
0,52,13.6,3242,3557,3417,4583,17
0,52,13.6,3238,1228,4948,4583,22
0,52,13.6,3230,1219,4948,4583,15
0,51,13.8,3240,1154,4655,4584,16
0,51,14.1,3242,1092,4438,4640,14
0,50,13.4,3243,1078,4236,4640,12
0,50,13.1,3236,1336,5263,4646,15
0,50,12.9,3230,1487,5646,4664,32
0,50,12.8,3242,1327,5646,4672,15
0,50,13.1,3243,1087,3799,4672,18
0,50,13.7,3244,998,3710,4672,13
0,50,13.8,3239,1175,4823,4672,8
0,50,14.2,3230,1295,5881,4680,16
0,50,14.3,3242,1282,5881,4716,15
0,50,14.8,3242,1116,4259,4720,22
0,50,15,3244,1206,4203,4749,18
0,50,15.1,3235,1278,5097,4720,21
0,50,15.2,3239,1387,5467,4749,13
0,50,14.6,3245,1402,5467,4781,16
0,50,15.2,3243,1140,4024,4781,16
0,50,14.7,3247,1108,5346,4781,9
0,50,14.3,3236,1117,4666,4749,16
0,50,14.1,3243,1427,5655,4749,19
0,50,14,3244,1346,5655,4781,19
0,50,14,3247,990,3306,4797,6
0,50,14,3241,1024,3327,4797,8
0,50,14,3235,1325,3327,4797,15
0,50,14.3,3246,1382,3183,4797,15
0,50,14.7,3246,1150,3209,4797,18
0,50,14.9,3248,1186,3170,4781,21
0,50,15,3234,1209,4077,4749,20
0,50,15,3241,1316,5354,4720,18
0,50,15,3248,1315,5354,4749,16
0,50,15,3248,1044,3129,4716,13
0,50,14.5,3252,1296,5247,4680,15
0,51,14.3,3235,1440,4230,4679,16
0,51,14.2,3235,1285,5858,4679,32
0,51,14.1,3248,1099,5858,4680,31
0,51,14.4,3248,946,3927,4680,23
0,51,14.6,3252,1342,5637,4680,16
0,51,14.7,3236,1455,5870,4680,26
0,51,14.7,3245,1481,7718,4716,24
0,51,14.7,3248,1475,7718,4749,15
0,51,14.7,3250,1109,4534,4749,13
0,51,14.9,3254,1320,5560,4749,10
0,51,14.8,3238,1408,5430,4749,16
0,51,15.1,3244,1564,6527,4749,15
0,51,15.2,3251,1561,6398,4781,7
0,51,15.3,3252,1132,5252,4797,15
0,51,14.9,3254,1289,5414,4804,30
0,51,14.6,3240,1408,5495,4850,15
0,51,14.4,3248,1237,6532,4872,20
0,52,15,3250,1141,6532,4922,24
0,52,15.3,3254,1123,3803,4928,16
0,53,15.7,3250,1562,5034,4945,16
0,53,15.9,3240,1738,5640,4945,23
0,53,16,3250,1663,6495,4986,21
0,53,16.1,3254,1538,6391,4988,16
0,54,15.9,3254,1246,3871,4988,15
0,54,16.2,3251,1539,5163,5030,15
0,54,16.1,3241,1649,6840,5048,18
0,54,15,3250,1308,7037,5112,16
0,54,14.6,3258,1137,6079,5123,7
0,54,14.5,3255,1054,5167,5140,20
0,54,14.4,3248,1442,5484,5142,12
0,54,14.4,3247,1615,5979,5144,13
0,54,14.4,3256,1284,6211,5175,26
0,54,14.3,3256,1143,5778,5214,18
0,54,14.3,3254,1509,5054,5214,11
0,54,14.3,3243,1673,3478,5214,14
0,54,14.3,3254,1475,4369,5214,13
0,54,14.3,3260,1190,4369,5214,13
0,54,14.3,3258,1036,3093,5214,18
0,54,14.4,3250,929,4981,5175,8
0,53,14.9,3250,1137,6400,5144,9
0,53,15,3258,1243,6401,5175,15
0,53,15.1,3258,1043,4859,5214,12
0,53,15.5,3259,1117,4763,5222,17
0,53,15.7,3254,1416,3397,5214,19
0,53,15.8,3246,1516,4624,5214,20
0,53,14.8,3258,1484,4624,5214,25
0,53,14.3,3259,1381,3314,5214,18
0,53,14,3259,1193,3741,5175,14
0,53,13.9,3256,1545,4977,5144,13
0,53,13.8,3248,1585,6191,5144,20
0,53,13.8,3258,1493,6191,5175,16
0,53,14,3260,1469,4645,5214,25
0,53,14.2,3261,1410,4640,5214,20
0,53,14.6,3250,1511,4191,5214,30
0,53,15.5,3253,1631,5785,5214,9
0,53,15.9,3258,1461,5785,5254,12
0,53,15.7,3263,1019,4401,5291,13
0,53,15.9,3259,1135,5457,5291,18
0,53,16,3251,1367,4091,5291,16
0,53,16.1,3254,1617,6144,5291,17
0,53,16.1,3262,1487,6144,5315,15
0,53,16.1,3262,1056,4852,5324,20
0,53,16.4,3262,1304,4580,5324,21
0,53,16.2,3248,1393,3788,5324,19
0,53,15.9,3256,1275,5025,5324,14
0,52,14.7,3262,1271,5025,5324,20
0,52,13.9,3262,1065,3761,5291,12
0,52,14.6,3260,886,4677,5254,12
0,52,14.2,3250,1124,5576,5231,25
0,52,13.6,3250,1544,6400,5231,24
0,52,13.3,3259,1896,6338,5254,25
0,52,13.2,3262,1647,4662,5254,19
0,52,13.1,3256,1438,4930,5254,18
0,52,13.1,3248,1514,5424,5231,23
0,52,13.1,3258,1689,6113,5231,17
0,51,13.1,3259,1589,5886,5231,15
0,51,13.8,3262,1027,3901,5231,11
0,51,14.5,3255,1498,4740,5215,19
0,51,14.7,3249,1597,6271,5192,35
0,51,14.4,3260,1246,6418,5215,15
0,52,14.4,3260,1137,5664,5231,19
0,52,14.4,3260,943,4430,5231,11
0,52,14.4,3251,948,4856,5215,12
0,52,14.4,3254,1572,6348,5211,17
0,52,14.4,3262,1678,6348,5215,18
0,52,14.4,3264,1173,4579,5215,7
0,52,14.4,3261,1077,5374,5215,14
0,52,14.4,3252,1226,4251,5211,22
0,52,14,3252,2198,5426,5192,12
0,52,14.2,3256,2236,5426,5159,8
0,52,14.3,3258,1443,3275,5034,10
0,52,13.7,3255,1290,5909,5017,17
0,53,13.4,3252,1295,5964,5017,18
0,53,13.3,3256,1542,8267,5017,10
0,53,13.1,3259,1358,8267,5034,10
0,54,13.4,3260,1080,5290,5049,9
0,54,13.5,3256,1440,5192,5159,13
0,54,13.6,3252,1553,5997,5192,17
0,54,13.6,3261,1516,6377,5211,21
0,54,13.6,3262,1419,5962,5215,6
0,54,13.6,3262,1707,4754,5215,12
0,54,13.3,3252,1823,3156,5211,13
0,54,13.2,3258,1610,4823,5192,19
0,54,13.1,3259,1520,4823,5192,22
0,54,13.1,3264,1155,2877,5192,12
0,54,13.5,3262,1379,5028,5192,25
0,54,13.7,3252,1587,4919,5192,9
0,53,13.5,3257,1472,6309,5211,26
0,53,13.4,3264,1355,6309,5215,21
0,53,13.7,3264,1188,4696,5231,10
0,52,13.6,3262,969,5749,5231,18
0,52,13.6,3251,1318,5781,5231,28
0,52,13.6,3262,1739,7361,5254,33
0,52,13.6,3264,1531,7357,5300,24
0,52,13.6,3265,1096,4149,5310,20
0,52,13.6,3262,1276,6154,5324,21
0,52,13.8,3256,1495,7806,5409,33
0,52,13.9,3266,1551,8419,5419,14
0,52,13.9,3266,1396,7835,5434,21
0,52,13.9,3268,1417,5245,5460,10
0,52,14.8,3255,1444,3405,5489,15
0,52,14.6,3259,1315,5092,5434,11
0,52,14.6,3261,1275,5092,5434,12
0,52,14.6,3259,1536,3339,5434,20
0,52,14.6,3248,1799,4513,5434,16
0,52,14.6,3255,1846,3485,5434,21
0,52,14.6,3263,1528,3771,5434,17
0,52,14.6,3259,1017,4056,5434,22
0,52,14.7,3255,1410,5200,5434,13
0,52,14,3253,1555,5255,5419,29
0,52,13.7,3262,1443,6253,5419,20
0,52,13.5,3268,1255,6253,5419,15
0,52,13.4,3264,1059,3139,5419,16
0,53,13.5,3262,1684,5545,5419,29
0,52,13.7,3258,1835,7089,5409,21
0,52,13.8,3268,1262,7410,5409,17
0,52,13.9,3270,1025,6710,5419,8
0,52,14.2,3268,1086,5136,5434,19
0,52,14.1,3260,1093,3821,5434,9
0,52,13.7,3264,1295,5661,5419,20
0,52,13.7,3267,1291,5661,5409,13
0,52,13.9,3268,1171,3727,5258,7
0,52,14,3268,1166,5114,5258,15
0,52,13.6,3259,1297,3743,5258,18
0,52,13.4,3270,1537,5286,5222,9
0,52,13.6,3270,1356,5286,5215,8
0,52,13.8,3271,1372,3344,5049,18
0,52,13.9,3259,1516,2966,5049,24
0,52,13.9,3265,1409,3608,5049,20
0,52,13.9,3271,1290,3608,5049,19
0,52,13.8,3273,1026,2780,5049,18
0,52,13.7,3268,855,4448,5049,17
0,52,13.7,3262,1213,4727,5048,11
0,52,14.1,3272,1502,5559,5017,8
0,52,14.1,3271,1253,5554,5017,10
0,52,14.1,3274,1724,4403,5017,19
0,52,14.1,3264,1811,3647,4979,27
0,52,14.1,3268,1492,5466,4911,6
0,52,14.1,3272,1353,5466,4873,17
0,52,14.1,3271,1036,3458,4860,14
0,52,14,3273,1458,5030,4837,20
0,52,14.5,3262,1494,3942,4837,23
0,52,14.9,3266,1483,5687,4860,16
0,52,14.4,3272,1393,5687,4873,21
0,52,14.1,3273,1113,4569,4886,22
0,53,13.8,3270,1666,4803,4911,13
0,53,14.3,3260,1689,5410,4927,12
0,53,14.5,3270,1526,7032,4927,15
0,53,14.6,3274,1433,7032,4927,10
0,53,14.7,3273,1110,4484,4927,7
0,53,14.6,3262,1210,4122,4927,14
0,53,15,3268,1279,5363,4911,17
0,53,15.2,3273,1220,5363,4911,17
0,53,15.3,3274,1111,4213,4911,24
0,53,15.3,3275,1040,5367,4911,20
0,52,15.3,3264,1087,4079,4886,16
0,51,14.9,3267,1443,5869,4886,15
0,51,14.7,3274,1451,5869,4886,22
0,51,15,3273,1097,4648,4886,19
0,51,15.2,3273,1492,5006,4886,23
0,51,15.3,3263,1624,5078,4886,14
0,51,15.3,3272,1644,6901,4911,20
0,51,15.3,3275,1596,6901,4911,23
0,51,15.3,3274,1177,4673,4927,11
0,51,15.1,3274,1288,4109,4949,20
0,51,15,3264,1327,5628,4949,24
0,51,14.8,3274,1490,6157,4979,11
0,51,14.6,3276,1421,5771,4980,14
0,51,15.2,3276,1135,5073,4981,12
0,51,15.5,3270,1542,4011,4981,23
0,51,15.6,3267,1744,5813,4980,16
0,51,15.7,3277,1439,5970,4980,20
0,51,15.7,3276,1129,5434,4980,17
0,51,15.7,3278,1521,4954,4981,13
0,51,15.4,3266,1643,3574,4980,23
0,52,14.8,3273,1432,5634,4966,9
0,52,14.9,3279,1267,5634,4951,23
0,52,14.9,3277,1061,3663,4951,19
0,52,14.6,3275,1642,4842,4949,19
0,52,13.6,3263,1749,5345,4949,23
0,52,13.1,3274,1651,5856,4949,11
0,52,12.8,3278,1558,5593,4949,9
0,52,12.7,3278,1162,5190,4951,21
0,52,13.1,3275,1387,5123,4966,18
0,52,13.3,3266,1532,5852,4977,21
0,52,13.4,3273,1383,6557,4980,18
0,52,13.5,3278,1145,6286,4981,17
0,53,14.2,3278,1048,4554,5020,9
0,53,14.5,3267,1136,4579,5105,24
0,53,14.6,3273,1299,6543,5105,6
0,53,14.5,3278,1346,6608,5140,17
0,53,14.2,3275,1229,5750,5172,12
0,53,14,3278,1564,5746,5174,21
0,53,13.9,3269,1655,4105,5200,14
0,53,13.9,3276,1817,5413,5174,18
0,53,13.9,3279,1767,5412,5174,19
0,53,13.9,3280,1270,4266,5174,23
0,53,15,3271,1503,3069,5174,15
0,53,15.3,3270,1874,3172,5174,16
0,53,14.9,3278,1876,3282,5174,18
0,53,15.3,3278,1313,3265,5174,19
0,53,15.3,3280,1338,3725,5174,20
0,53,14.5,3270,1449,4519,5174,19
0,53,14.1,3273,1447,5834,5174,16
0,53,13.9,3278,1459,5834,5174,10
0,53,13.8,3275,1218,3544,5174,19
0,53,13.7,3278,1137,5046,5174,26
0,53,14.1,3268,1306,5113,5140,30
0,53,14.3,3274,1571,6063,5140,10
0,53,14.4,3278,1377,6001,5140,14
0,53,14.4,3280,1101,5103,5140,22
0,53,14.4,3271,1254,4619,5174,23
0,53,14.4,3276,1579,5884,5200,17
0,54,14,3279,1529,5896,5202,21
0,54,14,3280,1106,5226,5225,14
0,55,14.1,3280,1287,5296,5228,10
0,55,14.1,3270,1374,4298,5228,11
0,55,14.1,3277,1400,5615,5225,28
0,55,14.1,3280,1461,5615,5202,20
0,55,14.2,3279,1226,5152,5225,11
0,55,14.2,3272,1360,3266,5225,23
0,55,14.2,3274,1621,3579,5202,17
0,55,14.2,3284,1597,3602,5200,20
0,55,14.2,3281,1230,3417,5176,8
0,55,14.2,3282,1223,3721,5140,16
0,54,14.4,3272,1356,3292,5140,21
0,53,14.5,3277,1625,5004,5088,27
0,53,14.5,3282,1518,5004,5071,19
0,53,14.5,3284,1208,4104,5070,16
0,53,14.5,3276,1509,4297,5070,14
0,53,15.2,3282,1687,5280,5070,15
0,53,15.4,3282,1983,5535,5037,20
0,53,15.5,3282,1702,5325,5037,9
0,53,15.5,3281,1560,3776,5031,21
0,53,15.5,3274,1758,1773,5031,20
0,53,15.6,3282,1523,2101,5031,13
0,53,15.1,3283,1377,2096,5031,13
0,53,14.6,3283,1099,1951,5031,9
0,53,14,3274,1207,2593,5031,18
0,53,13.8,3282,1420,3573,5031,14
0,53,14.4,3283,1155,3573,4977,20
0,53,14.6,3284,963,2875,4940,18
0,53,14.5,3283,1491,3483,4879,15
0,53,14.4,3274,1600,5269,4808,19
0,53,14.4,3281,1595,5446,4733,19
0,53,14.4,3286,1509,5510,4733,16
0,53,14.4,3283,1140,5510,4733,13
0,53,14.4,3284,1613,5268,4733,17
0,53,14.6,3276,1796,6527,4733,23
0,53,15.4,3282,1600,7189,4733,23
0,53,15.8,3285,1364,6760,4733,23
0,53,16.8,3284,1152,5790,4733,22
0,53,17.3,3277,1705,3139,4733,17
0,53,17.6,3277,1800,5066,4704,20
0,53,16.7,3284,1334,5066,4692,21
0,53,16,3284,1093,4311,4692,15
0,53,15.8,3282,923,5191,4692,26
0,53,14.8,3274,1069,3782,4692,10
0,53,14.3,3285,1230,5870,4704,9
0,53,14,3285,1106,5870,4733,21
0,53,14,3284,1027,4135,4808,10
0,53,14,3283,1630,4256,4808,17
0,53,14,3280,1787,6135,4814,10
0,53,14,3284,1856,6135,4842,23
0,53,14,3283,1710,5591,4842,5
0,53,14,3285,1559,5580,4842,17
0,54,13.8,3278,1652,3586,4856,28
0,54,14,3283,1552,2000,4856,18
0,54,13.8,3283,1391,1770,4842,16
0,53,14.6,3285,961,2252,4814,15
0,52,15.3,3283,1017,3139,4754,10
0,52,15.6,3281,1399,3846,4733,12
0,52,16.9,3286,1441,3994,4704,8
0,51,17.9,3286,1101,3903,4678,4
0,51,18.4,3286,1474,4444,4665,9
0,51,18.6,3280,1579,3119,4560,11
0,51,18.7,3281,1633,5770,4468,15
0,51,18.8,3287,1627,5770,4468,22
0,51,18.8,3286,1124,5508,4468,22
0,51,19.1,3287,1160,4649,4468,15
0,51,18.5,3277,1310,3936,4468,20
0,51,18.3,3284,1500,5599,4560,11
0,51,16.6,3288,1422,5599,4665,14
0,51,16.1,3286,1135,4277,4698,9
0,51,15.7,3286,1502,3982,4698,13
0,51,15.5,3278,1680,5236,4698,21
0,51,14.5,3286,1494,5781,4704,26
0,51,13.6,3287,1243,5551,4728,18
0,51,13.5,3289,1108,4635,4733,21
0,51,13.4,3285,1166,3625,4733,18
0,51,13.4,3284,1403,5357,4733,9
0,51,13.4,3289,1465,5357,4733,17
0,51,13.4,3292,1189,4461,4733,6
0,51,13.4,3286,1338,5016,4733,23
0,51,13.3,3278,1538,3775,4733,17
0,52,12.9,3287,1562,4754,4733,11
0,52,12.7,3288,1371,4754,4733,18
0,52,12.7,3288,927,2638,4733,17
0,53,13.1,3280,957,3709,4733,22
0,53,13.3,3283,1366,5074,4733,12
0,53,13.4,3288,1434,5074,4733,19
0,53,13.5,3288,1161,3933,4733,18
0,53,13.5,3288,1524,5335,4754,17
0,53,13.5,3280,1620,4909,4754,21
0,53,13.5,3283,1668,6223,4779,11
0,53,13.5,3288,1594,6213,4779,19
0,53,13.5,3288,1191,5752,4779,12
0,53,13.4,3288,1845,4846,4779,20
0,54,14.3,3280,1868,5174,4779,14
0,54,14.8,3283,1766,6575,4779,11
0,54,15,3290,1675,6575,4779,13
0,54,15.1,3288,1116,5156,4779,19
0,54,15.7,3287,1224,5607,4779,13
0,54,16.6,3275,1348,5083,4781,13
0,54,17.4,3291,1766,7042,4814,19
0,54,17.8,3289,1664,7042,4842,19
0,54,18,3289,1305,5140,4842,10
0,54,18.5,3281,1355,5907,4887,14
0,54,18.8,3285,1554,8468,4887,12
0,54,18.5,3290,1524,8468,4887,15
0,54,18.7,3289,1179,6614,4887,18
0,54,18.8,3289,1547,7189,4919,15
0,54,18.9,3282,1641,3657,4945,24
0,54,17.8,3288,1431,6677,4945,18
0,54,16.4,3290,1243,6677,4945,15
0,54,15.9,3289,1053,4437,4945,8
0,54,15.3,3290,970,5489,5000,10
0,54,14.7,3285,1239,5469,5045,18
0,53,14.4,3290,1469,6284,5058,13
0,53,13.9,3290,1327,6177,5132,20
0,53,14,3289,1274,4288,5158,9
0,53,14,3290,1652,2292,5158,8
0,53,14,3279,1811,4220,5158,25
0,53,14,3288,1526,4291,5158,7
0,53,14,3290,1233,4418,5158,21
0,53,14,3290,1063,4418,5158,17
0,53,13.9,3289,1104,5410,5158,10
0,53,13.8,3284,1423,6199,5257,10
0,53,13.8,3292,1621,6463,5257,32
0,53,15.7,3290,1387,6070,5257,11
0,53,16.7,3291,1465,4816,5282,17
0,53,17.2,3286,1664,3602,5282,29
0,53,17.4,3287,1864,5702,5282,27
0,53,17.5,3290,1689,5702,5282,19
0,53,17.6,3291,1072,4429,5282,19
0,53,17.9,3290,1472,4655,5282,18
0,53,18.1,3284,1566,3420,5282,12
0,53,17.8,3287,1686,4786,5277,15
0,53,17.7,3292,1699,4786,5257,12
0,53,17.7,3290,1224,3941,5257,11
0,53,18.3,3291,1061,4518,5257,18
0,53,18.5,3282,1343,4489,5257,31
0,53,17.3,3291,1590,6287,5257,13
0,53,16.5,3292,1286,6287,5277,15
0,53,16.2,3290,1043,3986,5282,8
0,53,16.1,3290,1844,4570,5282,26
0,53,16,3286,2067,6171,5282,9
0,53,16,3293,1764,6249,5342,19
0,53,16,3291,1467,5478,5489,17
0,53,16,3291,1331,5078,5520,16
0,53,15.9,3283,1477,3897,5520,29
0,53,16.3,3292,1768,6425,5520,23
0,54,15.3,3292,1684,6425,5531,25
0,54,15.4,3291,1176,5268,5534,9
0,54,15.4,3291,1393,5528,5582,21
0,54,15.4,3286,1715,4866,5534,29
0,54,15.4,3292,1675,5785,5531,23
0,54,15.4,3292,1202,5785,5520,26
0,55,14.9,3291,1103,3793,5520,6
0,55,14.6,3291,1311,4546,5478,18
0,55,14.5,3288,1614,5840,5393,15
0,55,14.4,3292,1705,5840,5393,29
0,55,14.4,3292,1388,4637,5393,18
0,55,14.4,3293,1371,4630,5393,10
0,55,14.3,3285,1541,4358,5342,10
0,55,14.4,3292,1941,6255,5277,18
0,55,14.8,3292,1779,6255,5277,26
0,54,15.4,3291,980,4379,5277,24
0,53,14.8,3292,1286,5961,5277,10
0,53,14.5,3286,1423,4821,5221,16
0,53,14.4,3292,1557,6724,5221,14
0,53,14.6,3294,1497,6724,5221,10
0,52,15,3292,1192,5124,5221,19
0,52,15.2,3291,1544,4447,5221,9
0,52,15.3,3288,1840,5642,5133,18
0,52,15.4,3293,1685,6121,5133,27
0,52,15.4,3293,1201,5916,5133,22
0,52,15.4,3293,993,4681,5221,22
0,52,14.4,3290,1406,3335,5133,15
0,52,13.9,3291,1666,5308,5121,10
0,52,13.6,3293,1492,5308,5098,15
0,52,13.5,3294,1220,3994,5098,26
0,52,13.5,3292,1293,4630,5098,23
0,52,13.5,3286,1564,3654,5098,17
0,52,13.5,3294,1575,4729,5098,22
0,52,13.2,3294,1286,4729,5098,7
0,52,13.1,3294,1035,3652,5098,11
0,52,13,3296,1405,3860,5081,16
0,52,13,3286,1519,5752,5071,15
0,52,13,3296,1710,5875,5071,17
0,52,13,3295,1598,5161,5071,4
0,52,13,3295,1152,5015,5081,15
0,52,13,3288,1325,4921,5081,26
0,52,13.5,3290,1795,6150,5098,13
0,52,13.8,3295,1733,6150,5098,26
0,52,13.9,3294,1223,4930,5121,18
0,52,13.9,3296,1559,5683,5133,17
0,52,13.9,3286,1566,4124,5133,23
0,52,13.9,3293,1400,5974,5163,19
0,52,13.9,3294,1297,5974,5221,10
0,52,13.9,3294,1055,4502,5260,5
0,52,14.6,3292,1635,3650,5260,26
0,52,15,3289,2097,4709,5260,22
0,52,15.2,3296,1702,4880,5221,12
0,52,15.3,3294,1077,4606,5163,19
0,52,15.3,3295,1353,4129,5163,14
0,52,15.6,3286,1482,3103,5163,13
0,52,15.1,3296,1453,4997,5133,13
0,52,14.9,3295,1349,4997,5121,13
0,52,14.2,3291,1124,3218,5081,10
0,52,14.3,3295,1386,3978,5081,19
0,52,14.3,3287,1616,4787,5071,18
0,52,14.3,3297,1420,4909,5054,19
0,52,14,3296,1111,4405,5036,26
0,52,13.9,3296,1040,4405,5032,11
0,52,13.9,3294,1056,3681,4912,18
0,52,13.8,3290,1483,5622,4870,17
0,52,13.8,3296,1618,5622,4870,15
0,52,13.8,3296,1419,4559,4870,12
0,52,13.8,3295,1635,5264,4912,20
0,52,13.8,3287,1652,3102,4912,12
0,52,13.8,3295,1499,5345,4870,17
0,52,13.7,3296,1362,5345,4732,14
0,52,13.6,3300,1106,4003,4732,11
0,52,13.6,3296,1576,3932,4732,11
0,52,13.6,3289,1680,4838,4709,13
0,52,13.6,3296,1640,4978,4700,19
0,52,13.6,3296,1542,4613,4700,9
0,52,13.6,3296,1187,4444,4678,17
0,52,13.5,3298,1487,4263,4650,17
0,52,13.2,3291,1769,6189,4650,21
0,52,13.4,3298,1644,6199,4650,23
0,52,13.5,3296,1249,5337,4650,18
0,52,13.5,3296,1216,5337,4650,13
0,52,13.6,3293,1426,3174,4644,25
0,52,14.3,3294,1558,4738,4644,15
0,52,14.6,3296,1388,4738,4616,16
0,52,14.8,3297,1242,4160,4598,25
0,52,15.1,3296,1430,4127,4582,11
0,52,14.9,3288,1507,3598,4582,18
0,52,14.3,3296,1330,4254,4573,10
0,52,14.4,3297,1071,4250,4571,14
0,52,14.5,3296,1428,4024,4569,19
0,52,14.5,3290,1556,3662,4569,13
0,52,14.5,3293,1647,5190,4569,11
0,52,14.5,3297,1597,5190,4571,25
0,52,14.5,3297,1171,4194,4573,19
0,52,13.7,3296,1511,5076,4582,24
0,52,13.3,3291,1734,3813,4582,10
0,52,13.1,3297,1576,4807,4573,20
0,52,13,3297,1295,4807,4571,9
0,53,13.1,3297,1361,3593,4569,14
0,53,13.1,3293,1459,3609,4565,24
0,53,13.1,3292,1479,5910,4558,11
0,53,13.1,3300,1491,5910,4558,12
0,53,13.1,3297,1252,4441,4558,10
0,53,13.8,3296,1116,5807,4558,19
0,53,14.1,3290,1340,4240,4558,10
0,53,14.3,3297,1519,6003,4558,18
0,53,14.3,3298,1319,6003,4558,11
0,53,14,3297,965,4438,4558,9
0,53,13.9,3292,1159,3836,4558,13
0,53,13.8,3298,1362,5116,4558,5
0,54,13.8,3299,1177,5116,4565,14
0,54,13.9,3299,1255,3261,4558,17
0,54,13.9,3296,1820,4261,4558,39
0,54,13.9,3287,1790,4215,4558,19
0,54,13.9,3294,1556,4451,4558,28
0,54,13.9,3298,1421,4379,4558,24
0,54,13.9,3296,1064,4379,4558,19
0,55,14,3291,1373,4532,4558,18
0,55,14.1,3292,1545,5803,4565,17
0,55,14.1,3298,1603,5841,4569,25
0,55,14.1,3297,1386,5104,4569,10
0,55,14.1,3297,1327,4394,4569,12
0,55,14.2,3290,1495,1723,4569,30
0,55,15.1,3296,1693,2185,4565,23
0,55,15.6,3296,1621,2525,4545,18
0,55,15.8,3297,1185,2929,4498,6
0,55,15.9,3296,1344,2929,4476,24
0,55,15.6,3287,1538,2881,4476,18
0,55,15.9,3298,1423,2837,4464,19
0,55,16,3298,1199,2214,4440,23
0,55,16.1,3297,1079,2320,4430,8
0,54,16.3,3294,1114,3923,4430,17
0,53,16.9,3292,1350,5221,4430,26
0,52,17.5,3297,1374,5221,4430,11
0,52,17.6,3297,1205,4238,4430,6
0,52,17.5,3298,1069,4323,4430,16
0,52,17.5,3290,1181,2580,4416,21
0,52,17.5,3300,1335,4141,4403,9
0,52,17.1,3298,1227,4141,4402,17
0,52,17.3,3299,1126,3702,4371,11
0,52,17.4,3297,1654,3098,4361,8
0,52,17.4,3288,1823,4553,4348,9
0,52,17.4,3296,1758,4816,4342,20
0,52,17.4,3297,1595,4658,4348,23
0,52,17.4,3298,1192,4658,4348,20
0,52,17.1,3300,1319,4301,4361,12
0,52,16.7,3289,1460,6017,4371,12
0,52,16.5,3298,1635,6140,4402,18
0,52,16.4,3298,1559,5845,4403,20
0,52,16.3,3298,1217,5845,4430,23
0,52,15.9,3295,1385,4236,4464,16
0,52,15.7,3294,1583,4504,4476,17
0,52,14.5,3298,1477,4513,4464,18
0,52,14.5,3298,1238,4026,4430,12
0,52,14.2,3297,1399,3912,4418,24
0,52,14.9,3292,1633,2789,4418,16
0,52,15,3299,1519,3960,4403,16
0,52,15,3300,1147,3960,4402,18
0,52,15,3300,1016,3013,4371,17
0,52,15.2,3292,1333,2503,4371,13
0,52,14.5,3295,1837,4383,4348,18
0,52,14.1,3299,1737,4383,4348,29
0,53,14.2,3300,1201,3670,4309,10
0,53,14,3294,1303,4682,4245,19
0,53,13.9,3291,1728,3637,4213,15
0,53,13.8,3298,1730,4715,4213,11
0,53,13.8,3297,1247,4715,4213,15
0,53,13.8,3291,1043,3908,4213,15
0,54,13.6,3296,1182,4169,4213,23
0,54,13.5,3296,1577,5396,4213,15
0,54,13.5,3299,1750,5396,4213,24
0,54,13.5,3300,1367,3675,4213,20
0,54,13.5,3300,1255,3583,4218,13
0,54,13.5,3292,1347,3352,4218,31
0,55,13.8,3298,1373,3349,4156,14
0,55,14,3302,1317,3349,4150,18
0,55,13.9,3302,1150,2099,4145,6
0,55,13.8,3298,1268,3972,3996,14
0,55,13.8,3294,1425,5763,3995,13
0,55,13.8,3301,1295,5809,3995,18
0,55,14.3,3302,936,4904,3995,21
0,55,14.8,3301,1080,4845,3995,6
0,55,15.1,3297,1272,2594,3996,22
0,55,15.2,3295,1346,5485,4114,17
0,54,14.7,3299,1272,5891,4145,26
0,53,14.5,3301,1040,5924,4150,14
0,53,15.2,3301,993,5194,4156,20
0,51,15.9,3299,1003,3953,4218,12
0,50,16.3,3296,1363,4656,4245,29
0,50,16.5,3300,1442,4656,4264,17
0,49,16,3300,1192,4576,4308,11
0,49,16.1,3302,977,4114,4344,19
0,49,15.6,3293,1073,2862,4344,26
0,49,14.9,3301,1237,4062,4308,18
0,49,14.3,3302,1193,4062,4264,17
0,49,14.4,3303,1156,3980,4245,10
0,50,14.5,3302,925,2699,4245,19
0,50,14.6,3294,1203,3265,4245,24
0,50,14.5,3299,1412,3315,4245,18
0,51,14.2,3302,1242,3546,4245,16
0,51,14.1,3303,1214,3546,4245,20
0,51,14,3299,1278,3598,4245,10
0,51,14,3296,1540,5080,4245,17
0,51,14,3300,1429,5080,4245,20
0,51,14,3299,1093,4228,4245,20
0,52,13.6,3302,1522,4324,4245,15
0,53,13.5,3298,1509,2803,4218,16
0,53,13.9,3298,1438,4177,4150,16
0,53,14.1,3299,1567,4177,4145,17
0,53,14.2,3300,1249,3822,4114,20
0,53,14.4,3301,969,3201,4074,21
0,53,13.8,3294,1299,3567,4058,22
0,53,14.2,3302,1518,3567,4034,12
0,53,14.4,3302,1136,3461,3996,10
0,53,14.5,3302,936,2351,3945,20
